Date,Station_ID,PM2.5,PM10,NO2,SO2,CO,O3,NH3,Benzene,Temperature,Rel_Humidity,Wind_Speed,Wind_Direction,AQI_Category
2020-01-09,STN_003,43.446,55.151,44.469,26.678,1.701,38.088,37.703,2.219,33.3,58.3,1.7,164.8,Moderate
2020-01-09,STN_032,122.784,177.613,81.014,31.6,,22.947,52.138,5.315,31.0,87.5,13.5,221.6,Poor
2020-01-09,STN_035,118.053,137.265,64.493,27.549,3.761,16.819,55.253,5.122,23.0,43.1,40.0,181.2,Poor
2020-01-09,STN_019,47.766,88.6,67.117,15.944,,25.683,38.221,1.735,10.9,68.9,15.3,91.9,Moderate
2020-01-09,STN_039,179.523,,103.25,110.015,6.768,15.562,101.56,10.754,11.2,66.7,16.1,340.2,Very Poor
2020-01-09,STN_026,91.667,186.986,87.459,43.918,3.635,20.006,51.917,5.498,25.2,14.6,8.4,89.9,Poor
2020-01-09,STN_010,183.376,311.66,140.854,79.929,3.526,14.672,93.434,11.858,12.3,69.9,7.5,266.4,Very Poor
2020-01-09,STN_026,68.017,55.008,36.616,15.171,1.311,32.478,,2.536,24.4,82.0,8.6,282.5,Poor
2020-01-09,STN_027,110.918,206.889,39.342,52.249,4.455,29.82,40.607,7.46,32.6,10.0,20.8,343.8,Poor
2020-01-10,STN_040,99.184,195.75,68.209,25.053,1.655,29.362,53.411,6.077,23.6,34.6,0.5,223.6,Poor
2020-01-10,STN_006,54.097,88.741,,21.133,1.223,37.561,40.825,1.933,32.7,69.7,4.1,242.2,Moderate
2020-01-10,STN_029,,133.148,71.217,64.832,3.191,23.418,43.478,6.032,27.9,54.2,2.8,91.7,Unknown
2020-01-10,STN_023,168.613,309.959,104.187,58.487,6.21,16.007,69.147,13.785,24.4,86.1,0.5,94.5,Very Poor
2020-01-10,STN_012,204.855,296.194,116.816,70.47,4.368,8.999,90.357,16.771,33.5,54.3,0.5,216.4,Very Poor
2020-01-10,STN_002,18.144,17.48,17.527,5.546,0.424,39.567,10.091,0.971,26.0,74.6,14.3,120.6,Satisfactory
2020-01-10,STN_031,110.348,184.831,66.084,43.184,3.291,35.942,57.195,7.638,35.7,72.4,1.7,88.6,Poor
2020-01-10,STN_003,97.02,223.414,75.906,39.265,1.44,26.91,36.255,5.173,30.0,40.2,9.8,8.5,Poor
2020-01-10,STN_026,131.388,179.061,65.067,37.114,2.352,17.365,79.593,4.895,10.9,65.4,2.7,251.6,Poor
2020-01-10,STN_019,21.357,48.446,14.635,4.725,0.557,36.143,10.933,0.79,9.5,52.4,0.6,257.3,Satisfactory
2020-01-11,STN_001,84.876,184.212,85.724,51.296,2.548,27.174,65.045,7.264,10.6,66.8,7.0,179.2,Poor
2020-01-11,STN_024,125.305,130.649,51.612,31.112,3.381,,51.593,4.24,25.3,53.3,10.2,224.0,Poor
2020-01-11,STN_032,107.064,191.188,65.704,49.714,2.769,26.003,56.701,6.089,19.9,55.1,5.0,188.5,Poor
2020-01-11,STN_039,69.685,169.202,64.11,60.149,3.128,28.873,56.989,4.832,32.7,53.7,10.3,179.7,Poor
2020-01-11,STN_021,137.472,396.989,117.393,93.763,5.448,14.543,95.315,12.683,29.8,45.2,3.1,316.6,Poor
2020-01-11,STN_040,109.494,184.033,,45.445,2.496,28.181,41.4,4.683,19.4,61.8,4.6,250.0,Poor
2020-01-11,STN_005,131.047,217.469,85.001,40.639,1.881,21.894,34.679,5.346,16.3,77.7,33.1,93.8,Poor
2020-01-11,STN_011,64.818,54.807,32.892,25.396,1.309,34.596,30.213,2.183,26.3,86.4,37.2,28.1,Poor
2020-01-11,STN_015,78.957,196.862,84.161,28.867,2.723,21.647,39.657,5.757,29.1,58.5,0.5,71.6,Poor
2020-01-11,STN_037,82.124,151.73,86.993,48.926,2.766,28.85,47.253,5.433,43.3,51.1,40.0,314.3,Poor
2020-01-11,STN_021,47.057,86.003,35.844,22.069,1.781,35.865,24.273,2.16,20.2,54.5,1.0,126.5,Moderate
2020-01-11,STN_015,106.124,192.502,60.936,41.19,3.024,21.408,58.845,6.694,29.2,79.6,8.2,93.7,Poor
2020-01-12,STN_035,139.136,362.002,158.946,57.049,4.717,22.377,79.946,12.093,24.3,69.2,8.7,186.2,Poor
2020-01-12,STN_019,23.831,20.954,20.356,6.258,0.524,47.126,,0.906,16.7,75.1,3.7,348.4,Satisfactory
2020-01-12,STN_028,167.917,134.007,123.968,42.714,4.763,16.921,92.99,12.526,23.1,26.3,36.1,5.0,Very Poor
2020-01-12,STN_026,187.451,319.082,103.92,96.617,6.024,8.42,70.064,,33.5,34.6,2.2,352.7,Very Poor
2020-01-12,STN_019,47.539,106.92,43.535,20.301,1.704,27.37,30.824,2.031,28.1,78.1,0.9,43.5,Moderate
2020-01-12,STN_027,100.961,158.213,93.633,33.482,2.662,33.48,28.721,6.891,28.7,37.2,0.6,205.1,Poor
2020-01-12,STN_036,78.434,143.119,93.923,46.672,2.243,22.98,37.485,6.857,20.2,42.3,14.6,140.6,Poor
2020-01-12,STN_039,103.138,183.404,60.599,55.966,3.261,23.443,38.817,4.124,25.3,50.6,10.3,102.4,Poor
2020-01-12,STN_033,10.633,24.725,3.396,3.139,0.646,37.79,8.383,0.594,40.2,65.4,2.1,155.5,Good
2020-01-12,STN_007,19.594,38.133,10.393,5.816,0.382,42.912,15.84,0.643,28.7,22.9,3.3,38.0,Satisfactory
2020-01-12,STN_002,,50.168,13.757,11.734,0.181,43.148,17.041,,28.1,84.7,0.7,325.4,Unknown
2020-01-12,STN_032,74.309,111.339,36.42,26.76,1.464,20.341,33.749,2.846,30.3,57.9,11.2,11.9,Poor
2020-01-12,STN_006,109.411,102.933,102.409,60.314,3.267,23.025,42.347,,32.5,44.3,4.9,149.8,Poor
2020-01-12,STN_029,136.548,163.743,81.846,42.319,3.006,15.439,54.972,6.912,27.4,73.6,7.4,264.0,Poor
2020-01-12,STN_029,150.97,181.345,66.307,,2.987,28.423,42.221,6.318,27.7,83.0,6.9,336.1,Very Poor
2020-01-12,STN_024,105.934,148.811,82.048,29.058,3.498,22.116,55.966,5.158,24.0,47.4,4.7,278.8,Poor
2020-01-13,STN_011,226.099,253.445,141.268,104.388,,13.997,82.538,17.287,29.5,73.6,3.1,38.8,Very Poor
2020-01-13,STN_026,50.867,159.938,22.268,18.039,1.079,20.969,28.23,2.647,27.8,48.8,1.1,178.6,Moderate
2020-01-13,STN_005,63.883,105.821,34.175,15.721,1.231,33.272,39.717,2.542,28.2,76.6,6.1,77.4,Poor
2020-01-13,STN_014,61.851,92.353,44.159,,1.046,28.672,48.969,1.351,20.2,60.3,13.0,149.4,Poor
2020-01-13,STN_011,148.749,238.372,143.627,69.675,6.303,10.696,85.809,14.256,13.4,72.7,5.8,350.9,Poor
2020-01-13,STN_016,123.207,193.933,69.91,53.423,2.598,27.755,39.917,4.969,20.9,55.2,3.7,330.5,Poor
2020-01-13,STN_026,155.176,346.085,115.632,87.852,4.475,17.009,75.549,14.167,33.0,84.0,4.1,209.6,Very Poor
2020-01-13,STN_022,226.653,273.839,79.292,75.989,3.396,18.722,78.78,14.174,34.4,56.7,2.6,222.7,Very Poor
2020-01-13,STN_009,219.599,286.069,125.736,95.896,6.487,18.81,66.87,9.546,22.8,46.0,0.5,15.7,Very Poor
2020-01-13,STN_035,20.582,33.829,13.073,3.096,0.553,41.59,11.905,1.177,27.2,41.8,10.3,50.8,Satisfactory
2020-01-13,STN_005,,123.87,79.478,62.983,3.366,21.396,58.458,4.112,28.9,28.5,18.4,244.3,Unknown
2020-01-13,STN_024,211.651,221.889,123.706,84.496,3.92,13.009,50.955,18.118,29.4,52.1,15.6,18.4,Very Poor
2020-01-13,STN_022,108.913,218.978,53.862,47.851,3.101,,50.063,5.249,25.4,75.3,2.1,214.7,Poor
2020-01-13,STN_001,244.738,385.066,116.375,112.967,4.077,16.74,78.074,18.333,22.1,47.4,0.5,28.8,Very Poor
2020-01-13,STN_030,94.58,151.757,77.803,57.354,3.47,20.627,46.871,3.969,22.8,73.9,31.4,204.5,Poor
2020-01-13,STN_016,190.935,272.836,74.513,101.363,4.71,22.294,92.784,8.978,39.3,65.0,7.3,80.6,Very Poor
2020-01-13,STN_008,83.694,140.952,84.759,44.947,3.253,21.594,35.054,5.057,34.9,53.7,1.6,351.7,Poor
2020-01-14,STN_031,179.891,359.584,115.702,75.613,3.055,12.453,94.74,14.248,25.1,56.1,4.1,87.1,Very Poor
2020-01-14,STN_016,24.499,27.121,11.003,15.927,0.449,42.639,10.41,0.721,23.7,64.0,22.5,330.8,Satisfactory
2020-01-14,STN_014,9.473,49.065,20.307,8.352,0.457,,17.894,,12.2,71.8,8.6,189.4,Good
2020-01-14,STN_029,98.628,101.905,73.471,36.266,2.549,16.933,63.866,6.013,20.3,41.1,20.2,26.5,Poor
2020-01-14,STN_025,202.323,273.937,105.822,74.659,4.225,19.248,98.869,12.898,28.2,75.2,4.8,199.4,Very Poor
2020-01-14,STN_023,195.099,314.935,131.363,107.928,5.668,,118.79,10.789,33.3,76.2,16.7,178.0,Very Poor
2020-01-14,STN_029,132.349,121.937,72.314,46.12,4.159,30.986,,5.077,26.1,82.8,0.5,189.8,Poor
2020-01-14,STN_002,215.274,223.421,110.238,74.345,5.747,16.398,86.534,11.662,24.7,71.2,34.3,356.7,Very Poor
2020-01-14,STN_038,106.344,252.486,68.033,32.15,3.761,21.197,29.458,4.477,21.7,36.4,13.2,85.4,Poor
2020-01-14,STN_035,65.553,90.674,40.379,28.274,1.041,37.945,35.657,2.542,27.5,57.4,18.2,252.9,Poor
2020-01-14,STN_014,147.027,66.95,58.294,56.156,2.203,8.399,53.855,6.218,9.9,50.8,17.3,315.9,Poor
2020-01-14,STN_006,103.308,143.727,68.293,46.162,3.499,28.342,70.631,7.266,24.6,81.7,2.9,51.6,Poor
2020-01-14,STN_040,160.46,230.455,140.942,,4.121,17.344,75.236,12.683,35.1,56.6,1.0,342.1,Very Poor
2020-01-15,STN_025,104.977,222.822,77.711,40.178,2.409,25.973,65.156,6.08,24.1,70.8,5.8,54.3,Poor
2020-01-15,STN_032,62.291,65.496,32.083,18.066,1.677,27.92,39.799,0.893,31.1,58.8,9.1,293.7,Poor
2020-01-15,STN_030,155.906,261.007,107.645,80.122,4.546,7.718,86.216,14.476,22.0,56.1,4.9,209.7,Very Poor
2020-01-15,STN_017,100.094,185.266,75.131,58.11,,31.807,36.777,5.399,28.4,65.1,1.2,74.9,Poor
2020-01-15,STN_003,209.925,276.637,108.322,70.306,4.239,16.577,57.769,13.872,22.5,39.5,4.0,50.8,Very Poor
2020-01-15,STN_016,9.116,35.259,8.598,6.633,0.493,29.26,,0.8,20.2,41.0,6.4,316.1,Good
2020-01-15,STN_022,144.942,157.115,69.302,19.681,2.405,3.046,49.708,6.769,15.8,81.7,3.5,10.0,Poor
2020-01-15,STN_003,99.49,189.515,73.815,46.299,3.575,27.025,62.08,6.517,29.8,70.1,9.0,94.1,Poor
2020-01-15,STN_040,211.447,268.666,123.68,101.555,4.435,18.467,65.848,12.408,5.6,85.2,2.7,272.5,Very Poor
2020-01-16,STN_034,47.246,97.329,46.626,,1.349,32.325,19.069,2.136,14.7,75.2,2.4,93.2,Moderate
2020-01-16,STN_013,74.018,78.29,17.576,16.486,1.117,35.578,20.831,2.528,18.2,68.2,1.7,195.9,Poor
2020-01-16,STN_031,28.26,120.053,35.587,29.136,1.257,24.429,27.42,1.698,25.6,69.3,0.5,76.1,Satisfactory
2020-01-16,STN_010,231.504,326.885,146.945,,2.722,18.974,99.038,9.009,28.4,30.0,5.0,25.5,Very Poor
2020-01-16,STN_007,114.394,163.15,73.46,49.26,2.93,24.326,38.129,5.362,22.1,70.1,8.5,42.3,Poor
2020-01-16,STN_032,254.088,301.504,,134.369,4.549,12.337,88.546,,26.2,51.4,6.9,348.0,Severe
2020-01-16,STN_014,130.238,131.397,84.868,28.828,2.34,31.341,51.382,7.596,30.6,52.3,25.0,108.0,Poor
2020-01-16,STN_002,135.121,92.656,89.581,32.507,2.678,37.236,44.275,3.945,25.4,75.4,1.5,38.1,Poor
2020-01-16,STN_005,169.95,218.532,136.098,86.298,3.244,13.246,49.074,9.486,22.6,48.8,13.4,46.9,Very Poor
2020-01-16,STN_040,34.5,48.165,37.899,23.184,1.491,42.886,24.631,,16.7,66.4,10.7,163.5,Satisfactory
2020-01-16,STN_012,199.471,316.6,127.484,102.569,5.944,,96.298,11.576,13.4,75.5,6.4,347.7,Very Poor
2020-01-16,STN_001,201.002,380.495,135.076,38.583,4.242,17.391,90.043,14.979,31.1,58.2,0.8,301.6,Very Poor
2020-01-16,STN_041,97.591,149.341,79.191,43.619,3.376,25.159,40.152,6.346,27.1,50.5,8.4,251.3,Poor
2020-01-16,STN_022,,188.782,73.974,52.546,2.04,26.061,49.381,6.318,4.0,68.7,0.7,272.6,Unknown
2020-01-16,STN_024,164.706,267.172,158.87,56.084,5.548,18.504,48.724,11.08,7.6,49.5,23.2,178.9,Very Poor
2020-01-16,STN_024,59.788,95.504,,23.78,0.674,18.607,31.579,1.791,21.2,54.0,2.2,129.4,Poor
2020-01-16,STN_014,7.084,44.195,19.029,7.975,0.552,51.722,19.895,0.751,26.6,77.6,4.6,50.4,Good
2020-01-17,STN_003,37.691,106.621,46.644,15.192,1.479,28.42,27.487,1.889,25.1,33.7,32.7,176.0,Moderate
2020-01-17,STN_009,104.224,229.939,55.076,57.748,2.723,6.954,43.528,4.874,29.8,37.4,15.4,218.8,Poor
2020-01-17,STN_007,117.962,124.734,66.568,53.951,2.85,29.473,,6.098,27.2,44.7,1.9,104.6,Poor
2020-01-17,STN_011,56.267,80.291,39.289,12.231,1.736,21.256,17.872,1.733,29.4,46.2,2.1,36.8,Poor
2020-01-17,STN_042,117.116,188.459,78.628,32.183,2.733,25.709,35.075,4.172,21.9,60.1,0.5,9.0,Poor
2020-01-17,STN_024,18.445,23.409,9.0,7.008,0.543,44.613,,0.902,21.5,53.6,4.6,64.6,Satisfactory
2020-01-17,STN_029,12.877,47.302,16.031,4.359,,55.179,13.496,0.666,41.8,55.7,0.5,321.2,Satisfactory
2020-01-17,STN_022,,199.008,55.409,52.723,3.382,26.048,50.435,,30.4,39.8,0.5,122.7,Unknown
2020-01-17,STN_031,110.112,208.143,66.308,36.906,1.922,24.828,74.889,5.763,23.7,77.6,4.2,218.9,Poor
2020-01-17,STN_025,29.444,29.062,19.993,8.809,0.4,24.467,10.895,0.141,21.6,84.7,5.6,178.1,Satisfactory
2020-01-17,STN_023,10.617,,12.168,7.501,,38.333,14.397,0.902,25.7,49.3,31.4,104.6,Good
2020-01-17,STN_042,63.735,175.2,67.873,37.908,2.808,31.802,63.57,7.089,24.7,64.1,4.0,329.4,Poor
2020-01-18,STN_027,152.966,329.641,137.865,94.536,4.992,19.754,57.147,11.279,27.4,72.7,2.6,297.3,Very Poor
2020-01-18,STN_008,239.14,252.885,131.45,93.825,4.146,,,15.186,29.2,76.4,11.7,291.2,Very Poor
2020-01-18,STN_008,110.44,166.06,61.983,37.613,2.774,21.134,35.061,5.761,24.0,59.2,11.4,64.1,Poor
2020-01-18,STN_024,47.578,100.52,28.467,11.034,1.639,26.629,24.91,2.743,37.8,39.7,12.8,80.2,Moderate
2020-01-18,STN_026,155.719,211.328,65.304,38.941,2.049,21.1,32.072,6.395,24.5,68.5,5.0,187.0,Very Poor
2020-01-19,STN_017,217.49,352.238,106.695,93.607,,14.605,96.846,10.741,28.4,80.8,2.2,299.2,Very Poor
2020-01-19,STN_007,,,78.652,90.072,4.725,12.498,94.585,12.006,11.0,84.8,1.8,99.9,Unknown
2020-01-19,STN_009,229.873,386.23,177.618,45.743,5.989,17.968,101.885,14.05,17.4,13.8,10.0,290.6,Very Poor
2020-01-19,STN_009,184.297,288.408,103.439,,4.511,14.361,80.861,13.869,31.1,60.0,3.6,161.5,Very Poor
2020-01-19,STN_012,199.521,369.399,118.982,111.353,7.246,14.594,77.728,9.015,26.3,64.2,7.0,222.3,Very Poor
2020-01-19,STN_006,55.002,73.373,,18.033,1.106,27.741,19.871,1.79,25.2,53.2,6.2,61.1,Poor
2020-01-19,STN_035,17.825,34.926,9.162,3.862,0.696,45.258,7.138,0.947,28.3,76.9,23.2,130.7,Satisfactory
2020-01-19,STN_013,,181.401,66.163,61.444,2.431,28.654,58.75,6.063,40.7,67.6,0.8,192.0,Unknown
2020-01-19,STN_019,51.16,114.545,14.509,20.413,1.985,19.906,30.397,2.588,26.4,81.8,25.4,72.1,Moderate
2020-01-19,STN_023,164.309,339.815,141.335,85.639,6.116,18.163,89.242,13.727,19.2,70.1,1.1,171.7,Very Poor
2020-01-19,STN_014,99.769,145.083,64.166,40.8,2.423,20.228,32.27,4.804,34.3,93.5,7.7,348.5,Poor
2020-01-19,STN_038,156.076,121.754,91.169,35.044,1.46,,48.699,6.647,19.3,61.9,9.7,289.5,Very Poor
2020-01-19,STN_029,41.653,87.681,33.502,22.189,1.904,36.439,29.852,2.771,24.7,39.2,4.3,199.7,Moderate
2020-01-19,STN_019,218.686,214.736,108.411,89.441,6.367,9.939,73.318,10.537,15.7,77.3,8.1,194.2,Very Poor
2020-01-19,STN_014,18.421,,23.049,5.802,0.402,,17.139,0.715,45.0,92.1,22.5,167.1,Satisfactory
2020-01-19,STN_041,122.097,135.353,63.562,68.485,2.659,19.149,60.025,4.395,11.9,67.1,1.5,350.8,Poor
2020-01-19,STN_038,183.137,349.053,128.308,,5.698,7.189,90.549,11.17,18.8,67.1,0.5,339.8,Very Poor
2020-01-20,STN_029,97.886,205.29,70.43,47.965,2.527,18.957,43.368,4.655,22.4,51.3,0.8,100.4,Poor
2020-01-20,STN_006,172.886,320.592,101.351,61.89,4.681,14.447,89.367,20.251,23.1,70.5,13.2,96.4,Very Poor
2020-01-20,STN_004,205.029,229.386,87.356,132.041,5.613,10.229,46.436,12.905,37.0,56.3,2.6,184.9,Very Poor
